,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Tapu Durumu,Site İçerisinde,Yakıt Tipi,Yetkili Ofis,Metro İstasyonu,Durak (Otobüs),Durak (Minibüs),Otogar,Hastane,Acil Servis,Aile Sağlığı Merkezi,Sağlık Kurumları/Diğer,Üniversite,Üniversite Kampüs,İlkokul,Lise,Zincir Marketler,Bakkal/Market,Alışveriş Merkezi,Şarküteri,Rent,Kullanım Durumu,Takas,Kira Getirisi,Aidat,Cephe,Havaalanı,Gar,Poliklinik,Yüksek Okul/Akademi,Ortaokul,Gıda Satış Noktaları,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Tren İstasyonu/Şehiriçi,Tren İstasyonu/Şehirlerarası,Veteriner,Kreş/Gündüz Bakımevi
0,Ankara,Çankaya,Kırkkonaklar,129908-377,10-05-2023,3 + 1,170 m2,3. Kat,23 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,"4,9 km",103 m,2 km,"7,5 km","1,4 km","1,4 km",389 m,430 m,3 km,5 km,556 m,296 m,155 m,215 m,"1,8 km",663 m,4.550.000 TL,,,,,,,,,,,,,,,,,,
1,Ankara,Mamak,Altıağaç,129908-378,10-05-2023,3 + 1,120 m2,11. Kat,3 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kat Mülkiyeti,,Doğalgaz,Evet,3 km,223 m,"2,7 km","6,6 km",486 m,477 m,292 m,"1,2 km","4,6 km","3,5 km",423 m,185 m,78 m,49 m,"3,5 km",104 m,1.950.000 TL,Boş,,,,,,,,,,,,,,,,,
2,Ankara,Keçiören,Etlik,135726-48,10-05-2023,2 + 1,110 m2,8. Kat,25 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,7 km",57 m,"1,5 km","2,1 km",9 m,9 m,441 m,505 m,"1,5 km","1,2 km",80 m,357 m,48 m,88 m,"1,7 km",88 m,1.995.000 TL,Boş,Hayır,12.000 TL,,,,,,,,,,,,,,,
3,Ankara,Çankaya,Şehit Cevdet Özdemir,112014-448,10-05-2023,4 + 1,170 m2,En Üst Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",127 m,292 m,"4,8 km",459 m,892 m,557 m,656 m,"2,6 km","6,2 km",249 m,514 m,272 m,76 m,2 km,268 m,3.190.000 TL,Boş,Hayır,15.000 TL,50 TL,"Güney, Batı",,,,,,,,,,,,,
4,Ankara,Çankaya,Ayrancı,16814-7018,10-05-2023,3 + 1,125 m2,Bahçe Katı,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"1,7 km",141 m,"2,2 km","3,5 km",899 m,899 m,261 m,312 m,1 km,"3,5 km",557 m,120 m,329 m,29 m,"1,5 km",283 m,2.350.000 TL,Kiracılı,Hayır,4.000 TL,800 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
5,Ankara,Keçiören,Etlik,119539-145,10-05-2023,4 + 1,150 m2,2. Kat,13 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,1 km",60 m,"1,4 km",3 km,1 km,1 km,363 m,887 m,"1,5 km","1,4 km",286 m,229 m,40 m,59 m,"1,8 km",69 m,2.650.000 TL,Boş,Evet,12.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
6,Ankara,Gölbaşı,Velihimmetli,130612-31,10-05-2023,10 + 1,600 m2,,7 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,,,Doğalgaz,,,69 m,"17,1 km",,"15,9 km","16,6 km","7,2 km","16,7 km","15,1 km","16,3 km",62 m,"12,2 km","6,1 km",90 m,"16,7 km","13,5 km",13.000.000 TL,Boş,Evet,,,"Güney, Doğu",,,,,,,,,,,,,
7,Ankara,Çankaya,Bahçelievler,133559-62,10-05-2023,2 + 1,80 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,8 km",140 m,781 m,,"1,3 km","1,2 km",400 m,"1,2 km","1,7 km","1,9 km",290 m,278 m,156 m,42 m,"1,6 km",239 m,2.599.000 TL,Kiracılı,Hayır,10.000 TL,100 TL,Batı,"18,3 km",,,,,,,,,,,,
8,Ankara,Polatlı,Cumhuriyet,137574-123,09-05-2023,3 + 1,135 m2,En Üst Kat,27 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,,,23 m,217 m,"1,1 km",846 m,847 m,340 m,,,,279 m,229 m,74 m,40 m,"1,3 km",73 m,710.000 TL,Mülk Sahibi,Hayır,,,,,"3,2 km",444 m,"2,2 km",435 m,,,,,,,,
9,Ankara,Çankaya,Naci Çakır,2744-13577,09-05-2023,3 + 1,130 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"4,3 km",56 m,"1,3 km","5,6 km",540 m,549 m,659 m,884 m,"2,1 km","6,1 km",24 m,651 m,29 m,154 m,"1,3 km",137 m,2.340.000 TL,Boş,Evet,12.000 TL,70 TL,"Güney, Doğu",,,,,,,,,,,,,
10,Ankara,Çankaya,Emek,1170-5708,09-05-2023,4 + 1,150 m2,4. Kat,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,631 m,331 m,"2,7 km",1 km,486 m,714 m,450 m,390 m,"1,4 km",2 km,350 m,230 m,122 m,139 m,"1,8 km",120 m,3.900.000 TL,Boş,Hayır,,,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
11,Ankara,Etimesgut,Bağlıca,136681-1,09-05-2023,4 + 1,210 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Kat İrtifakı,,Doğalgaz,Evet,"5,4 km",49 m,"5,8 km","16,5 km","4,2 km",6 km,382 m,"2,2 km","2,6 km","8,7 km",347 m,399 m,359 m,"1,9 km","4,7 km",52 m,4.950.000 TL,Boş,Evet,10.000 TL,,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
12,Ankara,Çankaya,Metin Oktay,1170-5723,09-05-2023,2 + 1,70 m2,Kot 1,35 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,2 km,60 m,"2,2 km","5,4 km",782 m,562 m,519 m,1 km,"1,7 km","2,2 km",166 m,207 m,111 m,57 m,"1,3 km",159 m,1.000.000 TL,Boş,Hayır,,,"Kuzey, Doğu",,,,,,,,,,,,,
13,Ankara,Keçiören,Karakaya,101486-2022,09-05-2023,3 + 1,135 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,9 km",131 m,"1,3 km",,"4,3 km","1,8 km",214 m,"4,3 km",6 km,6 km,414 m,739 m,140 m,158 m,"3,9 km",78 m,2.089.000 TL,Boş,Evet,7.000 TL,100 TL,"Güney, Doğu, Batı","14,7 km",,,,,,,,,,,,
14,Ankara,Etimesgut,Yeni Bağlıca,133559-64,09-05-2023,5 + 1,220 m2,,Sıfır Bina,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,"06 Ankara Konutları (Ankara, Etimesgut, Yeni Bağlıca)",Doğalgaz,Evet,"6,1 km",90 m,"5,6 km","17,1 km","4,8 km","6,6 km",613 m,"2,8 km","3,2 km","8,2 km",623 m,440 m,360 m,"2,5 km","5,3 km",476 m,4.250.000 TL,Boş,Evet,20.000 TL,500 TL,"Doğu, Batı",,,,,,,,,,,,,
15,Ankara,Keçiören,Etlik,16354-23865,09-05-2023,5 + 2,280 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"3,1 km",78 m,"1,3 km","2,9 km",815 m,815 m,239 m,750 m,"1,6 km","1,3 km",73 m,53 m,98 m,84 m,"1,8 km",92 m,2.790.000 TL,Boş,Evet,,,,,,,,,,,,,,,,
16,Ankara,Polatlı,Cumhuriyet,137574-135,10-05-2023,4 + 1,150 m2,Ara Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,,23 m,217 m,"1,1 km",846 m,847 m,340 m,,,,279 m,229 m,74 m,40 m,"1,3 km",73 m,1.449.000 TL,Mülk Sahibi,Hayır,,,,,"3,2 km",444 m,"2,2 km",435 m,,,,,,,,
17,Ankara,Keçiören,Ovacık,135949-11,08-05-2023,5 + 1,320 m2,1. Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"3,2 km",112 m,"2,6 km",,"2,5 km","2,3 km",632 m,"2,4 km","2,1 km","3,3 km",452 m,464 m,838 m,709 m,655 m,876 m,2.699.000 TL,Boş,Evet,16.000 TL,,"Kuzey, Güney, Doğu, Batı","17,8 km",,,,,,,,,,,,
18,Ankara,Gölbaşı,Kızılcaşar,3855-8,08-05-2023,3 + 1,169 m2,10. Kat,4 Yaşında,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,,,Kat Mülkiyeti,Bulvar Loft Konutları,Doğalgaz,Evet,"7,3 km",253 m,"3,9 km","11,9 km",1 km,"1,3 km",963 m,"5,2 km","1,9 km",754 m,474 m,1 km,345 m,368 m,371 m,"1,4 km",5.250.000 TL,Kiracılı,Hayır,20.000 TL,,"Güney, Doğu, Batı",,,,,,,,,,,,,
19,Ankara,Gölbaşı,Taşpınar,3855-10,08-05-2023,1 + 1,65 m2,Yüksek Giriş,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"8,3 km",173 m,"4,5 km","10,5 km",3 km,"3,1 km",462 m,"4,2 km","3,8 km","2,9 km",674 m,"1,2 km",1 km,199 m,"2,7 km",773 m,1.800.000 TL,Boş,Hayır,10.000 TL,,"Kuzey, Güney, Batı",,,,,,,,,,,,,
20,Ankara,Çankaya,Harbiye,95616-231,08-05-2023,4 + 1,170 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,3 km",210 m,"2,2 km","3,6 km","1,7 km","1,7 km",135 m,263 m,"1,7 km","4,3 km",210 m,272 m,47 m,111 m,"1,7 km",114 m,3.275.000 TL,Mülk Sahibi,Hayır,12.000 TL,100 TL,Güney,,,,,,,,,,,,,
21,Ankara,Keçiören,Yayla,130429-222,08-05-2023,3 + 1,140 m2,En Üst Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,Doğalgaz,Evet,"3,4 km",97 m,"1,6 km",,2 km,2 km,227 m,"1,8 km",483 m,"2,3 km",300 m,329 m,157 m,44 m,"2,6 km",153 m,1.985.000 TL,,,8.000 TL,100 TL,"Kuzey, Doğu, Batı","19,9 km",,,,,,,,,,,,
22,Ankara,Keçiören,Ayvalı,130429-220,08-05-2023,3 + 1,180 m2,6. Kat,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,6 km",89 m,"2,4 km","3,1 km","1,3 km","1,7 km",215 m,260 m,554 m,963 m,436 m,600 m,41 m,170 m,812 m,207 m,2.950.000 TL,Mülk Sahibi,Hayır,12.000 TL,200 TL,"Güney, Batı",,,,,,,,,,,,,
23,Ankara,Keçiören,Ayvalı,56586-3347,07-05-2023,3 + 1,155 m2,2. Kat,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,1 km",38 m,"2,4 km","2,9 km","1,5 km","1,5 km",338 m,649 m,721 m,755 m,242 m,378 m,294 m,149 m,910 m,64 m,1.865.000 TL,Mülk Sahibi,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
24,Ankara,Yenimahalle,Ragıp Tüzün,59414-3479,04-05-2023,3 + 1,140 m2,3. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,433 m,21 m,"3,1 km","3,3 km",87 m,737 m,309 m,111 m,"1,1 km","1,7 km",419 m,237 m,166 m,48 m,315 m,43 m,1.910.000 TL,Boş,Hayır,10.000 TL,500 TL,"Güney, Batı",,,,,,,,,,,,,
25,Ankara,Çankaya,Alacaatlı,8525-54695,19-04-2023,7 + 1,550 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,6,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",204 m,"5,2 km","13,9 km","1,7 km","1,7 km",655 m,"2,3 km","4,3 km","5,5 km",154 m,153 m,519 m,313 m,"3,5 km",298 m,24.900.000 TL,Boş,Hayır,,,"Güney, Doğu, Batı",,,,,,,,,,,,,
26,Ankara,Çankaya,İlkadım,14072-12430,10-05-2023,2 + 1,115 m2,3. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,9 km",85 m,930 m,"5,1 km",485 m,486 m,514 m,820 m,"2,5 km","5,8 km",453 m,353 m,81 m,17 m,"1,4 km",52 m,1.875.000 TL,Kiracılı,Hayır,,50 TL,Doğu,,,,,,,,,,,,,
27,Ankara,Keçiören,İncirli,14431-10459,10-05-2023,3 + 1,120 m2,2. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,2 km,43 m,"1,6 km",,698 m,698 m,250 m,590 m,"1,1 km","1,8 km",179 m,150 m,18 m,108 m,"1,9 km",125 m,1.358.000 TL,Mülk Sahibi,Hayır,,,Güney,"19,7 km",,,,,,,,,,,,
28,Ankara,Pursaklar,Saray Fatih,2703-19253,03-05-2023,4 + 1,190 m2,10. Kat,2 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,,Doğalgaz,Evet,"10,1 km",156 m,4 km,,"4,4 km","4,2 km","1,1 km","5,6 km",6 km,"5,9 km",524 m,788 m,567 m,387 m,"10,2 km",590 m,2.590.000 TL,Boş,Evet,,,"Kuzey, Batı",7 km,,,,,,,,,,,,
29,Ankara,Etimesgut,Bağlıca,28888-1001,10-05-2023,4 + 1,175 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,,"5,1 km",108 m,"5,8 km",16 km,4 km,"5,8 km",815 m,"1,8 km","2,3 km","8,8 km",775 m,863 m,591 m,"1,5 km","4,2 km",492 m,3.399.000 TL,Boş,,12.000 TL,,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
30,Ankara,Etimesgut,Bağlıca,28888-1063,10-05-2023,4 + 1,210 m2,7. Kat,9 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,1 km",110 m,"5,8 km",16 km,4 km,"5,8 km",817 m,"1,8 km","2,3 km","8,8 km",778 m,865 m,592 m,"1,5 km","4,2 km",494 m,4.199.000 TL,Mülk Sahibi,,18.000 TL,,"Kuzey, Batı",,,,,,,,,,,,,
31,Ankara,Etimesgut,Bağlıca,28888-1044,10-05-2023,4 + 1,190 m2,1. Kat,5 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,1 km",112 m,"5,7 km",16 km,4 km,"5,8 km",820 m,"1,8 km","2,3 km","8,8 km",780 m,867 m,594 m,"1,5 km","4,2 km",496 m,4.170.000 TL,Kiracılı,,12.000 TL,500 TL,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
32,Ankara,Etimesgut,Bağlıca,86972-1813,10-05-2023,4 + 1,195 m2,2. Kat,6 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",172 m,"6,2 km","14,4 km","3,2 km","4,8 km",802 m,217 m,"1,2 km","7,5 km",190 m,177 m,152 m,135 m,"2,7 km",213 m,4.490.000 TL,Mülk Sahibi,Hayır,16.000 TL,600 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
33,Ankara,Çankaya,Keklik Pınarı,6575-587,11-04-2023,3 + 1,135 m2,Ara Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,,,,Evet,,,,,,,,,,,,,,,,,1.750.000 TL,,Hayır,4.000 TL,100 TL,"Kuzey, Doğu",,,,,,,,,,,,,
34,Ankara,Etimesgut,Yeni Bağlıca,123854-88,10-05-2023,2 + 1,100 m2,Ara Kat,Sıfır Bina,Merkezi,14 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,Evet (Site Adı Belirtilmemiş),Elektrik,Evet,"4,5 km",420 m,"4,8 km","14,6 km","4,4 km","4,4 km","1,3 km","1,6 km","2,9 km",8 km,354 m,262 m,332 m,1 km,"3,5 km","1,5 km",3.050.000 TL,Boş,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
35,Ankara,Etimesgut,Yeni Bağlıca,123854-87,10-05-2023,3 + 1,115 m2,Yüksek Giriş,Sıfır Bina,Merkezi,14 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,Evet (Site Adı Belirtilmemiş),Elektrik,Evet,"4,5 km",435 m,"4,8 km","14,6 km","4,4 km","4,4 km","1,3 km","1,6 km","2,9 km",8 km,358 m,248 m,320 m,1 km,"3,5 km","1,5 km",4.000.000 TL,Boş,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
36,Ankara,Çankaya,Balgat,17796-417,10-05-2023,3 + 1,120 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,,,Doğalgaz,,708 m,131 m,"2,7 km","1,1 km",53 m,245 m,304 m,211 m,"1,1 km","3,7 km",156 m,68 m,404 m,171 m,380 m,343 m,3.500.000 TL,Boş,Hayır,,,,,,,,,,,,,,,,
37,Ankara,Etimesgut,Bağlıca,86972-1749,03-05-2023,4 + 1,190 m2,2. Kat,Sıfır Bina,Yerden Isıtma,14 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",170 m,"6,2 km","14,4 km","3,2 km","4,8 km",805 m,206 m,"1,2 km","7,5 km",186 m,173 m,160 m,143 m,"2,7 km",217 m,4.500.000 TL,Boş,Evet,14.000 TL,,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
38,Ankara,Etimesgut,Bağlıca,86972-1820,09-05-2023,4 + 1,175 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"3,6 km",177 m,"6,2 km","14,4 km","3,2 km","4,8 km",798 m,217 m,"1,2 km","7,5 km",194 m,181 m,149 m,139 m,"2,7 km",218 m,4.400.000 TL,Boş,Evet,16.000 TL,,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
39,Ankara,Çankaya,İlkbahar,14041-5889,10-05-2023,1 + 1,90 m2,2. Kat,10 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"7,5 km",718 m,"2,3 km","8,7 km","1,4 km","1,4 km",585 m,487 m,"1,3 km","7,9 km",60 m,61 m,155 m,149 m,147 m,155 m,3.800.000 TL,Kiracılı,Evet,15.000 TL,,Batı,,,,,,,,,,,,,
40,Ankara,Yenimahalle,Demetevler,14041-5908,10-05-2023,3 + 1,140 m2,10. Kat,26 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,,,Kat Mülkiyeti,Havacılar Sitesi,,,686 m,97 m,"3,1 km","5,5 km",571 m,226 m,59 m,318 m,"1,5 km","3,9 km",349 m,446 m,287 m,157 m,1 km,141 m,2.550.000 TL,Kiracılı,Hayır,,1.2 TL,"Güney, Doğu",,,,,,,,,,,,,
41,Ankara,Çankaya,Cevizlidere,3240-13489,10-05-2023,3 + 1,130 m2,2. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,3 km,43 m,678 m,"3,9 km",1 km,"1,8 km",163 m,77 m,"1,8 km","6,2 km",281 m,523 m,41 m,122 m,673 m,277 m,3.249.000 TL,Kiracılı,Hayır,,100 TL,"Güney, Doğu",,,,,,,,,,,,,
42,Ankara,Keçiören,Aşağı Eğlence,135726-50,10-05-2023,2 + 1,100 m2,Kot 1,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,3 km",41 m,"1,7 km","1,7 km",394 m,394 m,567 m,625 m,"1,1 km","1,4 km",311 m,305 m,66 m,109 m,"1,9 km",75 m,1.279.000 TL,Boş,Hayır,7.500 TL,50 TL,,,,,,,,,,,,,,
43,Ankara,Keçiören,Esertepe,120870-523,10-05-2023,3 + 1,125 m2,Giriş Katı,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,7 km",158 m,283 m,,"1,4 km","1,4 km",223 m,"1,2 km","1,8 km","1,8 km",322 m,272 m,149 m,40 m,"1,7 km",277 m,1.210.000 TL,Belirtilmemiş,Hayır,6.000 TL,50 TL,Güney,"18,6 km",,,,,,,,,,,,
44,Ankara,Keçiören,Yayla,5116-726,10-05-2023,3 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"2,7 km",12 m,822 m,,"1,5 km","1,5 km",410 m,"1,2 km",1 km,"2,2 km",116 m,684 m,46 m,103 m,"2,6 km",192 m,2.199.000 TL,Boş,Evet,7.500 TL,70 TL,"Güney, Doğu, Batı","19,4 km",,,,,,,,,,,,
